,ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
775,LaRusRu01 ,1965,Rudy,LaRusso,west,N,1,22,11.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,4.0,7.0,3.0,0.0,0.0
776,LaRusRu01 ,1962,Rudy,LaRusso,west,N,1,11,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
777,LaRusRu01 ,1961,Rudy,LaRusso,west,N,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,LaRusRu01 ,1968,Rudy,LaRusso,west,N,1,18,6.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
779,LaRusRu01 ,1967,Rudy,LaRusso,west,N,1,19,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0
780,LeeCl01   ,1967,Clyde,Lee,west,N,1,18,6.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,2.0,0.0,0.0
781,LeverLa01 ,1989,Lafayette,Lever,west,N,1,22,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,7.0,2.0,2.0,0.0,0.0
782,LeverLa01 ,1987,Lafayette,Lever,west,N,1,31,17.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,3.0,0.0,0.0
783,LewisFr01 ,1967,Freddie,Lewis,east,A,1,18,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0
784,LewisFr01 ,1969,Freddie,Lewis,east,A,1,9,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0
785,LewisFr01 ,1971,Freddie,Lewis,west,A,1,18,18.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,13.0,7.0,4.0,3.0,2.0,1.0
786,LewisFr01 ,1974,Freddie,Lewis,east,A,1,33,26.0,5.0,0.0,5.0,10.0,2.0,0.0,6.0,3.0,15.0,11.0,3.0,3.0,1.0,1.0
787,LewisMi01 ,1970,Mike,Lewis,east,A,1,14,7.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,4.0,7.0,3.0,1.0,1.0,0.0,0.0
788,LewisRe01 ,1991,Reggie,Lewis,east,N,1,15,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,1.0,0.0,0.0
789,LigonGo01 ,1968,Goose,Ligon,east,A,1,12,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0
790,LoveBo01  ,1972,Bob,Love,west,N,1,12,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0
791,LoveBo01  ,1971,Bob,Love,west,N,1,16,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0
792,LoveBo01  ,1970,Bob,Love,west,N,1,21,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,5.0,4.0,0.0,0.0
793,LovelCl01 ,1955,Clyde,Lovellette,west,N,1,20,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,3.0,1.0,0.0,0.0
794,LovelCl01 ,1960,Clyde,Lovellette,west,N,1,31,21.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,19.0,10.0,1.0,1.0,0.0,0.0
795,LovelCl01 ,1959,Clyde,Lovellette,west,N,1,18,12.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0
796,LucasJe01 ,1968,Jerry,Lucas,east,N,1,17,8.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,4.0,0.0,0.0
797,LucasJe01 ,1967,Jerry,Lucas,east,N,1,21,16.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,4.0,0.0,0.0
798,LucasJe01 ,1966,Jerry,Lucas,east,N,1,22,7.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0
799,LucasJe01 ,1965,Jerry,Lucas,east,N,1,23,10.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,2.0,0.0,0.0
800,LucasJe01 ,1964,Jerry,Lucas,east,N,1,35,25.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,1.0,1.0,0.0,0.0
801,LucasJe01 ,1963,Jerry,Lucas,east,N,1,36,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0
802,LucasJe01 ,1970,Jerry,Lucas,west,N,1,29,12.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,2.0,0.0,0.0
803,LucasMa01 ,1982,Maurice,Lucas,west,N,1,27,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0
804,LucasMa01 ,1978,Maurice,Lucas,west,N,1,19,10.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,2.0,0.0,0.0
805,LucasMa01 ,1977,Maurice,Lucas,west,N,1,33,12.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0
806,LucasMa01 ,1976,Maurice,Lucas,west,N,1,11,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
807,LucasMa01 ,1975,Maurice,Lucas,AllStars,A,1,14,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0
808,MacauEd01 ,1950,Ed,Macauley,east,N,1,0,20.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,7.0,6.0,0.0,0.0
809,MacauEd01 ,1955,Ed,Macauley,east,N,1,20,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0
810,MacauEd01 ,1954,Ed,Macauley,east,N,1,27,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0
811,MacauEd01 ,1953,Ed,Macauley,east,N,1,25,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0,5.0,0.0,0.0
812,MacauEd01 ,1952,Ed,Macauley,east,N,1,35,18.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,12.0,5.0,8.0,8.0,0.0,0.0
813,MacauEd01 ,1951,Ed,Macauley,east,N,1,28,15.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,9.0,9.0,0.0,0.0
814,MacauEd01 ,1956,Ed,Macauley,west,N,1,19,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0
815,MagloJa01 ,2003,Jamaal,Magloire,east,N,1,21,19.0,5.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,16.0,9.0,2.0,1.0,0.0,0.0
816,MahafRa01 ,1967,Randolph,Mahaffey,east,A,1,7,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0
817,MajerDa01 ,1994,Dan,Majerle,west,N,1,20,10.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0
818,MajerDa01 ,1993,Dan,Majerle,west,N,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,MajerDa01 ,1992,Dan,Majerle,east,N,1,26,18.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,3.0,0.0,0.0
820,MajerDa01 ,1991,Dan,Majerle,west,N,1,12,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
821,MalonJe01 ,1986,Jeff,Malone,east,N,1,13,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
822,MalonJe01 ,1985,Jeff,Malone,east,N,1,12,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
823,MalonKa01 ,2000,Karl,Malone,west,N,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
824,MalonKa01 ,1999,Karl,Malone,west,N,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
825,MalonKa01 ,1997,Karl,Malone,west,N,1,17,4.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
826,MalonKa01 ,1996,Karl,Malone,west,N,1,20,4.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
827,MalonKa01 ,1995,Karl,Malone,west,N,1,20,11.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,7.0,0.0,0.0
828,MalonKa01 ,1994,Karl,Malone,west,N,1,16,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,0.0,0.0
829,MalonKa01 ,1993,Karl,Malone,west,N,1,21,6.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
830,MalonKa01 ,1992,Karl,Malone,east,N,1,34,28.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,9.0,6.0,0.0,0.0
831,MalonKa01 ,1991,Karl,Malone,west,N,1,19,11.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,0.0
832,MalonKa01 ,1990,Karl,Malone,west,N,1,31,16.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,4.0,0.0,0.0
833,MalonKa01 ,1989,Karl,Malone,west,N,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,MalonKa01 ,1988,Karl,Malone,west,N,1,26,28.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,17.0,12.0,6.0,4.0,0.0,0.0
835,MalonKa01 ,1987,Karl,Malone,west,N,1,33,22.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,19.0,9.0,5.0,4.0,0.0,0.0
836,MalonMo01 ,1988,Moses,Malone,east,N,1,19,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,3.0,0.0,0.0
837,MalonMo01 ,1981,Moses,Malone,west,N,1,22,8.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,2.0,0.0,0.0
838,MalonMo01 ,1980,Moses,Malone,west,N,1,22,8.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,2.0,0.0,0.0
839,MalonMo01 ,1979,Moses,Malone,east,N,1,31,20.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,12.0,7.0,12.0,6.0,0.0,0.0
840,MalonMo01 ,1978,Moses,Malone,east,N,1,17,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,0.0,0.0
841,MalonMo01 ,1977,Moses,Malone,east,N,1,14,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0
842,MalonMo01 ,1985,Moses,Malone,east,N,1,34,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,9.0,6.0,0.0,0.0
843,MalonMo01 ,1984,Moses,Malone,east,N,1,33,7.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,6.0,3.0,0.0,0.0
844,MalonMo01 ,1982,Moses,Malone,east,N,1,24,10.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,4.0,0.0,0.0
845,MalonMo01 ,1987,Moses,Malone,east,N,1,22,7.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,3.0,0.0,0.0
846,MalonMo01 ,1986,Moses,Malone,east,N,1,35,27.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,19.0,11.0,6.0,5.0,0.0,0.0
847,MalonMo01 ,1974,Moses,Malone,west,A,1,20,6.0,7.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0
848,ManniDa01 ,1993,Danny,Manning,west,N,1,17,8.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
849,ManniDa01 ,1992,Danny,Manning,east,N,1,18,10.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
850,MaravPe02 ,1973,Pete,Maravich,east,N,1,22,15.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,9.0,7.0,0.0,0.0
851,MaravPe02 ,1972,Pete,Maravich,east,N,1,22,8.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
852,MaravPe02 ,1978,Pete,Maravich,east,N,1,14,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0
853,MaravPe02 ,1977,Pete,Maravich,east,N,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,MaravPe02 ,1976,Pete,Maravich,east,N,1,21,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0
855,MarbuSt01 ,2000,Stephon,Marbury,east,N,1,18,12.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,9.0,5.0,2.0,0.0,3.0,2.0
856,MarbuSt01 ,2002,Stephon,Marbury,west,N,1,15,4.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0
857,MarinJa01 ,1971,Jack,Marin,east,N,1,15,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0
858,MarinJa01 ,1972,Jack,Marin,east,N,1,11,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
859,MarioSh01 ,2002,Shawn,Marion,west,N,1,23,8.0,2.0,5.0,7.0,4.0,3.0,1.0,0.0,1.0,9.0,4.0,0.0,0.0,1.0,0.0
860,MartiKe01 ,2003,Kenyon,Martin,east,N,1,23,17.0,3.0,4.0,7.0,3.0,0.0,0.0,3.0,1.0,10.0,8.0,2.0,1.0,0.0,0.0
861,MartiSl01 ,1955,Slater,Martin,west,N,1,29,9.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0
862,MartiSl01 ,1954,Slater,Martin,west,N,1,23,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0
863,MartiSl01 ,1953,Slater,Martin,west,N,1,23,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
864,MartiSl01 ,1952,Slater,Martin,west,N,1,26,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0
865,MartiSl01 ,1958,Slater,Martin,west,N,1,22,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0
866,MartiSl01 ,1957,Slater,Martin,west,N,1,26,6.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,2.0,0.0,0.0
867,MartiSl01 ,1956,Slater,Martin,west,N,1,31,8.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0
868,MashbJa01 ,2002,Jamal,Mashburn,east,N,1,14,10.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,2.0
869,MasonAn01 ,2000,Anthony,Mason,east,N,1,20,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
870,McAdoBo01 ,1976,Bob,McAdoo,east,N,1,38,30.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,23.0,13.0,4.0,4.0,0.0,0.0
871,McAdoBo01 ,1975,Bob,McAdoo,east,N,1,29,22.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,2.0,0.0,0.0
872,McAdoBo01 ,1974,Bob,McAdoo,east,N,1,26,11.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,3.0,0.0,0.0
873,McAdoBo01 ,1973,Bob,McAdoo,east,N,1,13,11.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,5.0,0.0,0.0
874,McAdoBo01 ,1977,Bob,McAdoo,east,N,1,20,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0
875,McClaTe01 ,1973,Ted,McClain,east,A,1,25,12.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0
876,McDanJi01 ,1971,Jim,McDaniels,east,A,1,20,24.0,5.0,6.0,11.0,1.0,0.0,0.0,2.0,3.0,15.0,11.0,3.0,2.0,0.0,0.0
877,McDanXa01 ,1987,Xavier,McDaniel,west,N,1,13,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
878,McDyeAn01 ,2000,Antonio,McDyess,west,N,1,15,8.0,5.0,3.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0
879,McGinGe01 ,1978,George,McGinnis,west,N,1,25,16.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,5.0,11.0,6.0,0.0,0.0
880,McGinGe01 ,1976,George,McGinnis,east,N,1,26,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0
881,McGinGe01 ,1975,George,McGinnis,east,N,1,19,10.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,2.0,0.0,0.0
882,McGinGe01 ,1972,George,McGinnis,west,A,1,34,23.0,10.0,5.0,15.0,2.0,1.0,1.0,3.0,5.0,15.0,10.0,6.0,3.0,1.0,0.0
883,McGinGe01 ,1973,George,McGinnis,west,A,1,30,14.0,4.0,7.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
884,McGinGe01 ,1974,George,McGinnis,west,A,1,32,18.0,9.0,3.0,12.0,5.0,3.0,1.0,3.0,5.0,14.0,6.0,11.0,6.0,1.0,0.0
885,McGloJo01 ,1968,Jon,McGlocklin,east,N,1,7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
886,McGraTr01 ,2003,Tracy,McGrady,east,N,1,23,13.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,5.0,4.0,2.0,6.0,1.0
887,McGraTr01 ,2002,Tracy,McGrady,east,N,1,36,29.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,17.0,10.0,6.0,5.0,7.0,4.0
888,McGraTr01 ,2001,Tracy,McGrady,east,N,1,23,24.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,15.0,9.0,4.0,4.0,4.0,2.0
889,McGraTr01 ,2000,Tracy,McGrady,east,N,1,21,2.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
890,McGuiDi01 ,1958,Dick,McGuire,west,N,1,24,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,0.0,0.0
891,McGuiDi01 ,1957,Dick,McGuire,west,N,1,31,4.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
892,McGuiDi01 ,1950,Dick,McGuire,east,N,1,0,6.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
893,McGuiDi01 ,1955,Dick,McGuire,east,N,1,29,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,2.0,0.0,0.0
894,McGuiDi01 ,1954,Dick,McGuire,east,N,1,25,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
895,McGuiDi01 ,1953,Dick,McGuire,east,N,1,20,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
896,McGuiDi01 ,1951,Dick,McGuire,east,N,1,18,11.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
897,McHalKe01 ,1990,Kevin,McHale,east,N,1,14,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
898,McHalKe01 ,1989,Kevin,McHale,east,N,1,20,13.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0
899,McHalKe01 ,1988,Kevin,McHale,east,N,1,16,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0
900,McHalKe01 ,1987,Kevin,McHale,east,N,1,14,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
901,McHalKe01 ,1986,Kevin,McHale,east,N,1,30,16.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,11.0,7.0,2.0,2.0,0.0,0.0
902,McHalKe01 ,1985,Kevin,McHale,east,N,1,20,8.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,0.0,0.0
903,McHalKe01 ,1983,Kevin,McHale,east,N,1,11,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,4.0,0.0,0.0
904,MelchBi01 ,1970,Bill,Melchionni,east,A,1,24,12.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,10.0,5.0,3.0,2.0,0.0,0.0
905,MelchBi01 ,1971,Bill,Melchionni,east,A,1,18,5.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
906,MelchBi01 ,1972,Bill,Melchionni,east,A,1,24,4.0,5.0,3.0,8.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
907,MenyaDe01 ,1967,Dewitt,Menyard,west,A,1,6,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0
908,MeschTo01 ,1962,Tom,Meschery,west,N,1,8,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0
909,MikanGe01 ,1950,George,Mikan,west,N,1,0,12.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,17.0,4.0,6.0,4.0,0.0,0.0
910,MikanGe01 ,1953,George,Mikan,west,N,1,31,18.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,18.0,6.0,8.0,6.0,0.0,0.0
911,MikanGe01 ,1952,George,Mikan,west,N,1,40,22.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,26.0,9.0,4.0,4.0,0.0,0.0
912,MikanGe01 ,1951,George,Mikan,west,N,1,29,26.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,19.0,9.0,9.0,8.0,0.0,0.0
913,MikkeVe01 ,1950,Vern,Mikkelsen,west,N,1,0,11.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,3.0,0.0,0.0
914,MikkeVe01 ,1956,Vern,Mikkelsen,west,N,1,21,6.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,0.0,0.0
915,MikkeVe01 ,1955,Vern,Mikkelsen,west,N,1,22,16.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,7.0,6.0,0.0,0.0
916,MikkeVe01 ,1954,Vern,Mikkelsen,west,N,1,25,16.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,15.0,7.0,3.0,2.0,0.0,0.0
917,MikkeVe01 ,1952,Vern,Mikkelsen,west,N,1,19,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0
918,MikkeVe01 ,1951,Vern,Mikkelsen,west,N,1,23,12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,2.0,0.0,0.0
919,MilesEd01 ,1965,Eddie,Miles,west,N,1,28,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,5.0,1.0,0.0,0.0
920,MilleBr01 ,2002,Brad,Miller,east,N,1,17,5.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0
921,MilleBr01 ,2003,Brad,Miller,west,N,1,10,8.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
922,MilleRe01 ,1999,Reggie,Miller,east,N,1,21,5.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,2.0,6.0,1.0
923,MilleRe01 ,1997,Reggie,Miller,east,N,1,20,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,6.0,2.0,1.0,2.0,1.0
924,MilleRe01 ,1995,Reggie,Miller,east,N,1,18,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
925,MilleRe01 ,1994,Reggie,Miller,east,N,1,23,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
926,MilleRe01 ,1989,Reggie,Miller,east,N,1,14,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
