,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
5992,RECASEL01 ,1996,Eldridge,Recasner,ATL,N,10,121,31,8,3,11,9,2,0,7,9,26,11,8,5,11,4
5993,REIDDO01  ,1996,Don,Reid,DET,N,1,3,4,1,0,1,0,0,0,0,0,0,0,4,4,0,0
5994,RICEGL01  ,1996,Glen,Rice,CHA,N,3,137,83,10,1,11,11,4,1,4,11,57,28,23,21,16,6
5995,RICHAPO01 ,1996,Pooh,Richardson,LAC,N,2,18,4,0,0,0,3,1,0,1,4,4,2,1,0,1,0
5996,RIDERIS01 ,1996,Isaiah,Rider,POR,N,4,161,53,7,1,8,17,3,0,12,11,43,16,17,15,16,6
5997,ROBINCL02 ,1996,Clifford,Robinson,POR,N,4,161,48,15,12,27,12,2,4,10,13,47,17,16,11,16,3
5998,ROBINJA03 ,1996,James,Robinson,MIN,N,2,31,14,2,1,3,3,2,0,1,4,12,5,0,0,10,4
5999,ROBINRU01 ,1996,Rumeal,Robinson,POR,N,4,24,5,1,0,1,5,1,0,1,6,6,2,1,1,2,0
6000,RODMADE01 ,1996,Dennis,Rodman,CHI,N,19,535,79,101,59,160,27,10,4,28,74,81,30,26,15,16,4
6001,ROGERRO01 ,1996,Rodney,Rogers,LAC,N,3,85,32,4,3,7,6,4,3,7,13,29,12,8,6,10,2
6002,ROOKSSE01 ,1996,Sean,Rooks,LAL,N,8,54,14,7,5,12,1,3,3,3,10,9,4,8,6,0,0
6003,ROSEMA01  ,1996,Malik,Rose,CHA,N,2,12,4,1,4,5,1,0,0,2,2,4,2,0,0,0,0
6004,ROYALDO01 ,1996,Donald,Royal,CHA,N,1,4,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0
6005,RUSSEBR01 ,1996,Bryon,Russell,UTA,N,20,758,245,74,18,92,27,21,6,20,59,193,89,43,31,101,36
6006,SABONAR01 ,1996,Arvydas,Sabonis,POR,N,4,108,45,18,8,26,9,3,3,9,19,42,18,8,7,8,2
6007,SCHAYDA01 ,1996,Danny,Schayes,ORL,N,5,92,22,8,4,12,5,2,1,4,16,23,9,4,4,0,0
6008,SCHREDE01 ,1996,Detlef,Schrempf,SEA,N,12,459,203,49,20,69,41,13,1,18,40,142,67,65,53,29,16
6009,SCOTTBY01 ,1996,Byron,Scott,LAL,N,8,134,51,12,0,12,11,1,0,8,15,33,15,19,17,11,4
6010,SCOTTDE01 ,1996,Dennis,Scott,ORL,N,5,94,15,7,2,9,5,2,0,2,8,23,6,0,0,11,3
6011,SEALYMA01 ,1996,Malik,Sealy,LAC,N,3,79,36,2,1,3,5,0,0,5,10,25,12,15,11,5,1
6012,SEIKARO01 ,1996,Rony,Seikaly,ORL,N,3,86,19,11,5,16,0,1,3,4,10,22,7,7,5,0,0
6013,SHAWBR01  ,1996,Brian,Shaw,ORL,N,5,82,10,8,1,9,8,1,1,8,5,19,3,4,2,6,2
6014,SMITHST01 ,1996,Steve,Smith,ATL,N,10,421,189,27,12,39,17,4,1,28,38,139,55,74,61,55,18
6015,SMITHTO01 ,1996,Tony,Smith,CHA,N,2,9,1,1,0,1,2,1,0,3,1,1,0,2,1,1,0
6016,SNOWER01  ,1996,Eric,Snow,SEA,N,8,48,13,2,0,2,12,4,0,0,7,11,5,2,1,4,2
6017,STARKJO01 ,1996,John,Starks,NYK,N,9,253,126,24,7,31,25,10,0,20,25,99,44,31,25,41,13
6018,STEWALA01 ,1996,Larry,Stewart,SEA,N,4,16,13,1,0,1,2,2,1,2,4,6,5,2,2,2,1
6019,STOCKJO01 ,1996,John,Stockton,UTA,N,20,739,322,60,18,78,191,33,5,62,52,217,113,90,77,50,19
6020,STRICMA01 ,1996,Mark,Strickland,MIA,N,4,16,8,3,0,3,1,1,0,2,0,8,4,2,0,0,0
6021,STRICRO01 ,1996,Rod,Strickland,WA1,N,3,124,59,13,5,18,25,3,0,11,8,52,22,19,14,2,1
6022,STRONDE01 ,1996,Derek,Strong,ORL,N,5,195,61,30,20,50,4,2,2,14,20,40,21,25,19,1,0
6023,THORPOT01 ,1996,Otis,Thorpe,DET,N,5,152,49,20,12,32,4,2,0,9,21,41,21,9,7,0,0
6024,THREASE01 ,1996,Sedale,Threatt,HOU,N,16,266,59,15,2,17,48,6,4,12,35,56,22,8,6,30,9
6025,TISDAWA01 ,1996,Wayman,Tisdale,PHO,N,4,36,12,5,2,7,0,0,0,1,5,15,6,0,0,0,0
6026,TRENTGA01 ,1996,Gary,Trent,POR,N,4,61,32,7,5,12,4,0,1,6,11,29,13,11,6,1,0
6027,VANEXNI01 ,1996,Nick,Van Exel,LAL,N,9,353,130,25,6,31,58,10,0,18,19,119,45,34,28,44,12
6028,VAUGHLO01 ,1996,Loy,Vaught,LAC,N,3,90,45,22,5,27,2,3,2,6,12,31,19,9,6,3,1
6029,WALLAJO01 ,1996,John,Wallace,NYK,N,4,40,10,5,2,7,5,1,2,2,6,15,4,2,2,1,0
6030,WALLARA01 ,1996,Rasheed,Wallace,POR,N,4,148,79,16,8,24,6,2,2,6,17,56,33,20,11,5,2
6031,WARDCH01  ,1996,Charlie,Ward,NYK,N,9,182,20,22,3,25,39,13,0,15,18,27,8,4,3,9,1
6032,WEBBECH01 ,1996,Chris,Webber,WA1,N,3,106,47,17,7,24,10,2,7,16,18,30,19,8,4,11,5
6033,WESTDO01  ,1996,Doug,West,MIN,N,3,87,33,4,0,4,6,2,1,1,11,22,12,9,9,2,0
6034,WHITNCH01 ,1996,Chris,Whitney,WA1,N,3,20,7,2,0,2,2,0,0,5,1,5,2,1,1,4,2
6035,WILKIGE01 ,1996,Gerald,Wilkins,ORL,N,5,144,47,6,3,9,4,0,2,3,7,45,16,14,12,9,3
6036,WILLIBU01 ,1996,Buck,Williams,NYK,N,10,193,43,27,13,40,6,3,4,4,34,35,17,17,9,0,0
6037,WILLIHE01 ,1996,Herb,Williams,NYK,N,3,23,4,1,0,1,0,0,0,0,4,5,2,0,0,0,0
6038,WILLIHO01 ,1996,Hotrod,Williams,PHO,N,5,105,20,13,10,23,3,2,8,5,12,15,8,10,4,0,0
6039,WILLIJE01 ,1996,Jerome,Williams,DET,N,1,5,4,3,0,3,0,1,0,1,0,2,2,0,0,0,0
6040,WILLIKE01 ,1996,Kevin,Willis,HOU,N,16,295,102,53,22,75,11,9,4,22,47,95,38,38,26,1,0
6041,WILLILO01 ,1996,Lorenzo,Williams,WA1,N,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6042,WINGADA01 ,1996,David,Wingate,SEA,N,12,192,77,24,13,37,14,5,3,9,22,66,28,13,9,31,12
6043,WINGFDO01 ,1996,Donton,Wingfield,POR,N,3,16,8,2,0,2,1,1,0,2,3,2,2,4,4,0,0
6044,WRIGHLO02 ,1996,Lorenzen,Wright,LAC,N,3,92,31,15,7,22,2,3,2,1,6,32,13,5,5,0,0
6045,ANDERCA01 ,1997,Cadillac,Anderson,ATL,N,1,4,0,2,0,2,0,0,1,1,1,0,0,2,0,0,0
6046,ANDERDE01 ,1997,Derek,Anderson,CLE,N,4,103,43,9,0,9,11,5,1,12,10,22,10,26,23,0,0
6047,ANDERSH01 ,1997,Shandon,Anderson,UTA,N,20,378,134,37,26,63,19,5,1,30,30,103,53,37,25,11,3
6048,ANTHOGR01 ,1997,Greg,Anthony,SEA,N,9,118,32,7,3,10,10,5,1,11,17,40,12,8,3,19,5
6049,ARMSTBJ01 ,1997,B.j.,Armstrong,CHA,N,9,146,37,8,2,10,18,6,0,6,11,42,16,4,3,5,2
6050,ASKINKE01 ,1997,Keith,Askins,MIA,N,4,58,5,6,1,7,1,2,0,1,9,7,2,0,0,5,1
6051,AUGMOST01 ,1997,Stacey,Augmon,POR,N,4,28,5,2,1,3,1,2,1,2,2,4,2,2,1,0,0
6052,BAKERVI01 ,1997,Vin,Baker,SEA,N,10,371,158,53,41,94,18,18,15,22,38,134,71,38,16,0,0
6053,BARKLCH01 ,1997,Charles,Barkley,HOU,N,4,87,36,16,5,21,4,5,0,6,12,23,12,21,12,2,0
6054,BARRYDR01 ,1997,Drew,Barry,ATL,N,2,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6055,BARRYJO01 ,1997,Jon,Barry,LAL,N,7,18,0,2,0,2,0,1,0,0,1,8,0,0,0,5,0
6056,BECKCO01  ,1997,Corey,Beck,CHA,N,6,26,15,0,1,1,0,4,0,3,4,12,6,2,2,2,1
6057,BENNEMA01 ,1997,Mario,Bennett,LAL,N,4,10,4,4,2,6,0,0,1,0,2,2,1,2,2,0,0
6058,BESTTR01  ,1997,Travis,Best,IND,N,16,280,97,15,1,16,31,11,3,19,36,72,27,43,38,18,5
6059,BLAYLMO01 ,1997,Mookie,Blaylock,ATL,N,4,153,59,14,6,20,33,9,1,9,8,53,22,12,7,27,8
6060,BLOUNCO01 ,1997,Corie,Blount,LAL,N,12,209,31,40,24,64,7,6,4,3,27,24,12,11,7,0,0
6061,BOWIEAN01 ,1997,Anthony,Bowie,NYK,N,7,23,4,0,0,0,1,1,0,1,4,4,2,0,0,0,0
6062,BROOKSC01 ,1997,Scott,Brooks,CLE,N,1,8,2,0,0,0,2,0,0,0,1,1,0,2,2,0,0
6063,BROWNCH01 ,1997,Chucky,Brown,ATL,N,4,50,16,5,1,6,4,0,0,2,5,15,7,2,1,2,1
6064,BROWNPJ01 ,1997,P.j.,Brown,MIA,N,5,190,46,29,15,44,4,7,3,6,22,37,19,22,8,0,0
6065,BROWNRA01 ,1997,Randy,Brown,CHI,N,14,71,9,6,3,9,9,2,0,7,6,12,2,6,5,0,0
6066,BRYANKO01 ,1997,Kobe,Bryant,LAL,N,11,220,96,14,7,21,16,3,8,11,28,76,31,45,31,14,3
6067,BRYANMA01 ,1997,Mark,Bryant,PHO,N,4,93,40,14,9,23,1,4,2,3,16,34,17,12,6,0,0
6068,BUECHJU01 ,1997,Jud,Buechler,CHI,N,16,64,11,7,4,11,3,3,1,1,7,11,4,0,0,5,3
6069,BULLAMA01 ,1997,Matt,Bullard,HOU,N,5,70,17,5,3,8,5,1,0,0,5,18,6,2,2,10,3
6070,BURRESC01 ,1997,Scott,Burrell,CHI,N,21,261,80,32,11,43,10,19,3,11,33,73,32,11,10,20,6
6071,CAMPBEL01 ,1997,Elden,Campbell,LAL,N,13,180,68,28,17,45,8,3,12,13,27,51,23,34,22,0,0
6072,CARRAN01  ,1997,Antoine,Carr,UTA,N,20,292,88,25,16,41,11,1,12,9,63,90,41,8,6,0,0
6073,CASSESA01 ,1997,Sam,Cassell,NJN,N,3,26,6,2,1,3,5,0,1,2,7,9,3,0,0,0,0
6074,CATOKE01  ,1997,Kelvin,Cato,POR,N,4,58,26,9,3,12,1,1,7,4,12,17,9,11,8,1,0
6075,CAUSWDU01 ,1997,Duane,Causwell,MIA,N,1,5,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
6076,CHAPMRE01 ,1997,Rex,Chapman,PHO,N,2,58,18,0,0,0,4,2,0,2,1,23,6,7,6,5,0
6077,CHILDCH01 ,1997,Chris,Childs,NYK,N,10,254,63,20,5,25,33,6,0,23,29,58,24,15,11,13,4
6078,CONLOMA01 ,1997,Marty,Conlon,MIA,N,3,46,7,3,1,4,3,1,1,6,7,7,3,2,1,0,0
6079,CORBITY01 ,1997,Tyrone,Corbin,ATL,N,4,113,15,12,3,15,4,6,1,3,10,25,7,0,0,6,1
6080,CRAWFCH01 ,1997,Chris,Crawford,ATL,N,1,4,2,1,1,2,0,0,1,2,2,0,0,2,2,0,0
6081,CUMMITE01 ,1997,Terry,Cummings,NYK,N,8,120,32,24,11,35,5,4,2,7,23,34,15,8,2,0,0
6082,CURLEBI01 ,1997,Bill,Curley,MIN,N,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,CURRYDE01 ,1997,Dell,Curry,CHA,N,9,171,52,13,6,19,10,7,3,5,21,52,21,7,6,16,4
6084,DAVISAN01 ,1997,Antonio,Davis,IND,N,16,459,147,71,37,108,14,12,18,25,65,91,42,94,63,0,0
6085,DAVISDA01 ,1997,Dale,Davis,IND,N,16,466,141,76,44,120,12,5,18,21,42,86,56,64,29,0,0
6086,DELNEVI01 ,1997,Vinny,Del Negro,SAS,N,9,283,96,22,2,24,29,8,0,13,30,81,39,17,16,10,2
6087,DIVACVL01 ,1997,Vlade,Divac,CHA,N,9,345,104,73,25,98,31,7,14,22,34,87,42,33,20,1,0
6088,DOUGLSH01 ,1997,Sherman,Douglas,NJN,N,3,125,55,7,1,8,25,6,0,13,5,44,23,10,7,5,2
6089,DREXLCL01 ,1997,Clyde,Drexler,HOU,N,5,182,75,18,9,27,23,8,3,13,15,68,21,37,28,26,5
6090,DUDLECH02 ,1997,Chris,Dudley,NYK,N,6,53,8,12,6,18,0,2,1,2,16,9,3,4,2,0,0
6091,DUNCATI01 ,1997,Tim,Duncan,SAS,N,9,374,186,61,20,81,17,5,23,25,24,140,73,60,40,1,0
6092,EISLEHO01 ,1997,Howard,Eisley,UTA,N,20,366,112,36,4,40,81,12,5,31,42,125,46,13,12,27,8
6093,ELIEMA01  ,1997,Mario,Elie,HOU,N,5,133,33,10,3,13,6,2,0,5,10,27,12,9,6,9,3
6094,ELLISDA01 ,1997,Dale,Ellis,SEA,N,10,170,56,9,4,13,6,2,0,2,10,53,20,6,5,26,11
6095,EVANSBR01 ,1997,Brian,Evans,NJN,N,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6096,EWINGPA01 ,1997,Patrick,Ewing,NYK,N,4,132,56,23,9,32,5,3,5,10,16,56,20,27,16,0,0
6097,FERRYDA01 ,1997,Danny,Ferry,CLE,N,3,10,0,1,0,1,0,0,0,0,1,2,0,0,0,2,0
6098,FISHEDE01 ,1997,Derek,Fisher,LAL,N,13,278,78,23,2,25,49,17,0,15,33,68,27,29,18,20,6
6099,FOSTEGR01 ,1997,Greg,Foster,UTA,N,20,335,82,47,20,67,5,2,5,18,55,86,39,5,3,2,1
6100,FOXRI01   ,1997,Rick,Fox,LAL,N,13,428,142,40,18,58,51,11,3,21,47,114,51,23,19,53,21
6101,GARNEKE01 ,1997,Kevin,Garnett,MIN,N,5,194,79,31,17,48,20,4,12,22,17,75,36,9,7,0,0
6102,GATLICH01 ,1997,Chris,Gatling,NJN,N,3,81,46,4,6,10,2,2,2,3,9,38,19,12,8,0,0
6103,GEARYRE01 ,1997,Reggie,Geary,SAS,N,7,46,9,2,0,2,6,1,0,2,10,7,3,4,2,4,1
6104,GEIGEMA01 ,1997,Matt,Geiger,CHA,N,4,22,2,2,3,5,1,0,0,1,2,6,1,0,0,0,0
6105,GILLKE01  ,1997,Kendall,Gill,NJN,N,3,100,43,10,3,13,3,4,1,4,15,40,18,8,7,0,0
6106,GRANTBR01 ,1997,Brian,Grant,POR,N,4,135,53,25,18,43,6,4,3,5,20,36,19,18,15,0,0
6107,GRANTGA01 ,1997,Gary,Grant,POR,N,4,27,5,3,2,5,7,1,1,2,2,7,2,0,0,4,1
6108,HAMMOTO01 ,1997,Tom,Hammonds,MIN,N,5,113,36,12,10,22,2,0,1,4,18,28,12,16,12,0,0
6109,HARDATI01 ,1997,Tim,Hardaway,MIA,N,5,222,130,14,3,17,33,6,0,18,9,94,42,37,29,39,17
6110,HARPERO01 ,1997,Ron,Harper,CHI,N,21,563,141,55,22,77,48,20,18,18,42,122,56,39,24,19,5
6111,HARRILU01 ,1997,Lucious,Harris,NJN,N,3,52,9,7,1,8,1,2,0,2,11,6,2,6,5,2,0
6112,HARRIOT01 ,1997,Othella,Harrington,HOU,N,3,23,16,4,3,7,0,0,1,0,1,12,6,5,4,1,0
6113,HAWKIHE01 ,1997,Hersey,Hawkins,SEA,N,10,337,134,40,17,57,36,18,1,9,24,88,41,40,35,43,17
6114,HENDEAL01 ,1997,Alan,Henderson,ATL,N,4,126,51,12,10,22,4,3,1,6,13,38,20,18,11,1,0
6115,HENDECE02 ,1997,Cedric,Henderson,CLE,N,4,157,30,13,4,17,11,6,0,13,14,28,11,13,8,1,0
6116,HERRECA01 ,1997,Carl,Herrera,SAS,N,5,25,2,4,0,4,1,0,0,1,4,3,1,0,0,0,0
6117,HOIBEFR01 ,1997,Fred,Hoiberg,IND,N,2,20,9,3,1,4,1,1,0,0,2,8,3,2,2,2,1
6118,HORNAJE01 ,1997,Jeff,Hornacek,UTA,N,20,636,217,43,7,50,64,20,4,32,51,178,74,65,55,30,14
6119,HORRYRO01 ,1997,Robert,Horry,LAL,N,13,422,112,50,34,84,40,14,14,18,45,70,39,41,28,17,6
6120,HOUSTAL01 ,1997,Allan,Houston,NYK,N,10,403,211,32,6,38,28,5,1,32,27,175,76,58,50,23,9
6121,ILGAUZY01 ,1997,Zydrunas,Ilgauskas,CLE,N,4,147,69,16,14,30,2,2,5,10,22,49,28,25,13,0,0
6122,JACKSJA01 ,1997,Jaren,Jackson,SAS,N,9,319,92,35,4,39,14,5,1,12,31,88,30,19,14,59,18
6123,JACKSMA01 ,1997,Mark,Jackson,IND,N,16,494,147,55,18,73,133,23,0,47,28,127,53,34,27,37,14
6124,JOHNSAV01 ,1997,Avery,Johnson,SAS,N,9,342,156,10,3,13,55,9,0,21,27,101,61,51,34,2,0
6125,JOHNSED03 ,1997,Eddie,Johnson,HOU,N,5,89,28,4,4,8,1,0,0,3,10,27,9,8,7,10,3
6126,JOHNSKE01 ,1997,Kevin,Johnson,PHO,N,4,122,55,7,2,9,19,2,1,6,6,42,23,12,8,4,1
6127,JOHNSLA01 ,1997,Larry,Johnson,NYK,N,8,310,143,28,25,53,13,10,3,25,30,107,52,50,37,10,2
6128,JONESCH01 ,1997,Charles,Jones,HOU,N,4,11,2,2,1,3,1,0,0,0,4,0,0,2,2,0,0
6129,JONESED01 ,1997,Eddie,Jones,LAL,N,13,476,221,39,12,51,32,26,21,17,37,148,69,76,63,48,20
6130,JORDAMI01 ,1997,Michael,Jordan,CHI,N,21,872,680,74,33,107,74,32,12,45,47,526,243,223,181,43,13
6131,JORDARE01 ,1997,Reggie,Jordan,MIN,N,2,29,12,6,3,9,3,1,0,0,5,8,5,2,1,1,1
6132,KEEFEAD01 ,1997,Adam,Keefe,UTA,N,15,154,31,21,13,34,2,4,2,3,18,29,10,17,11,0,0
6133,KEMPSH01  ,1997,Shawn,Kemp,CLE,N,4,152,104,25,16,41,8,5,4,16,12,71,33,45,38,0,0
6134,KERRST01  ,1997,Steve,Kerr,CHI,N,21,415,103,9,8,17,35,7,0,5,26,76,33,22,18,41,19
6135,KERSEJE01 ,1997,Jerome,Kersey,SEA,N,10,213,78,23,17,40,9,10,10,13,32,72,31,19,16,3,0
6136,KIDDJA01  ,1997,Jason,Kidd,PHO,N,4,171,57,18,5,23,31,16,2,12,13,58,22,16,13,7,0
6137,KITTLKE01 ,1997,Kerry,Kittles,NJN,N,3,126,49,15,0,15,8,4,2,7,12,40,17,11,10,13,5
6138,KNIGHBR01 ,1997,Brevin,Knight,CLE,N,4,132,18,16,0,16,23,10,1,8,16,21,6,10,6,0,0
6139,KUKOCTO01 ,1997,Toni,Kukoc,CHI,N,21,637,275,57,24,81,60,26,10,27,57,218,106,62,40,61,23
6140,LAETTCH01 ,1997,Christian,Laettner,ATL,N,4,87,39,14,3,17,4,6,1,8,16,35,12,17,15,3,0
6141,LENARVO01 ,1997,Voshon,Lenard,MIA,N,5,186,72,18,1,19,7,1,2,11,20,52,24,20,15,26,9
6142,LISTEAL01 ,1997,Alton,Lister,POR,N,2,11,2,1,1,2,0,0,1,2,5,3,1,0,0,0,0
6143,LOHAUBR01 ,1997,Brad,Lohaus,SAS,N,4,10,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0
6144,LONGLLU01 ,1997,Luc,Longley,CHI,N,18,456,142,56,34,90,35,12,15,36,73,120,54,39,34,0,0
6145,MAJERDA01 ,1997,Dan,Majerle,MIA,N,2,62,9,4,1,5,5,4,1,1,3,8,3,2,1,6,2
6146,MALONKA01 ,1997,Karl,Malone,UTA,N,20,795,526,170,47,217,68,22,20,60,69,420,198,165,130,3,0
6147,MALONMA01 ,1997,Matt,Maloney,HOU,N,5,165,33,8,0,8,18,2,2,4,11,30,10,9,8,20,5
6148,MARBUST01 ,1997,Stephon,Marbury,MIN,N,5,209,69,11,5,16,38,12,0,18,16,72,22,23,18,25,7
6149,MASHBJA01 ,1997,Jamal,Mashburn,MIA,N,5,129,31,18,4,22,9,3,1,9,21,45,12,4,3,11,4
6150,MASONAN01 ,1997,Anthony,Mason,CHA,N,9,367,139,54,17,71,31,8,0,22,17,99,57,42,25,1,0
6151,MCCLOGE01 ,1997,George,Mccloud,PHO,N,4,126,57,17,2,19,8,1,1,6,15,41,21,4,3,21,12
6152,MCDYEAN01 ,1997,Antonio,Mcdyess,PHO,N,4,147,71,35,18,53,4,2,6,5,12,65,31,14,9,0,0
6153,MCILVJI01 ,1997,Jim,Mcilvaine,SEA,N,6,59,13,3,7,10,1,2,6,1,22,20,6,2,1,1,0
6154,MCKEYDE01 ,1997,Derrick,Mckey,IND,N,15,284,67,32,8,40,11,9,8,11,50,69,23,23,18,10,3
6155,MCMILNA01 ,1997,Nate,Mcmillan,SEA,N,7,99,16,14,2,16,15,3,2,2,17,18,6,2,2,12,2
6156,MILICMA01 ,1997,Marko,Milic,PHO,N,2,4,4,1,0,1,0,1,0,0,1,3,2,0,0,0,0
6157,MILLEAN01 ,1997,Anthony,Miller,ATL,N,4,33,8,4,5,9,1,2,1,3,5,8,3,2,2,0,0
6158,MILLERE01 ,1997,Reggie,Miller,IND,N,16,628,319,23,5,28,32,19,3,27,26,230,98,94,85,95,38
6159,MILLSCH01 ,1997,Chris,Mills,NYK,N,9,168,44,19,8,27,5,8,2,6,21,35,15,12,10,10,4
6160,MILLSTE01 ,1997,Terry,Mills,MIA,N,2,11,4,3,0,3,0,0,0,0,3,5,1,2,1,4,1
6161,MITCHSA01 ,1997,Sam,Mitchell,MIN,N,5,177,72,20,7,27,8,1,1,5,18,58,26,19,17,14,3
6162,MORRICH01 ,1997,Chris,Morris,UTA,N,17,240,77,39,8,47,10,5,3,8,38,69,28,20,14,23,7
6163,MOURNAL01 ,1997,Alonzo,Mourning,MIA,N,4,138,77,24,10,34,5,3,10,8,18,56,29,29,19,0,0
6164,MULLICH01 ,1997,Chris,Mullin,IND,N,16,412,142,44,13,57,23,15,9,24,32,113,52,21,18,52,20
6165,MURDOER01 ,1997,Eric,Murdock,MIA,N,5,125,47,17,3,20,15,7,0,4,11,32,11,28,23,9,2
6166,MUTOMDI01 ,1997,Dikembe,Mutombo,ATL,N,4,136,32,38,13,51,1,1,9,8,10,24,11,16,10,0,0
6167,NASHST01  ,1997,Steve,Nash,PHO,N,4,51,22,8,2,10,7,2,0,3,7,18,8,8,5,5,1
6168,OAKLECH01 ,1997,Charles,Oakley,NYK,N,10,342,81,64,21,85,14,11,2,13,38,71,29,25,23,0,0
6169,OLAJUHA01 ,1997,Hakeem,Olajuwon,HOU,N,5,190,102,45,9,54,12,5,16,13,18,99,39,33,24,1,0
6170,ONEAJE01  ,1997,Jermaine,O'neal,POR,N,1,3,0,0,1,1,0,0,2,0,1,3,0,0,0,1,0
6171,ONEASH01  ,1997,Shaquille,O'neal,LAL,N,13,501,396,84,48,132,38,7,34,43,41,258,158,159,80,0,0
6172,OSTERGR01 ,1997,Greg,Ostertag,UTA,N,19,336,64,56,25,81,5,7,37,12,51,46,26,25,12,0,0
6173,PARKSCH01 ,1997,Cherokee,Parks,MIN,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6174,PAYTOGA01 ,1997,Gary,Payton,SEA,N,10,428,240,25,9,34,70,18,1,26,31,183,87,50,47,50,19
6175,PEELEAN01 ,1997,Anthony,Peeler,MIN,N,5,213,81,22,16,38,18,10,3,8,15,77,31,4,4,31,15
6176,PERDUWI01 ,1997,Will,Perdue,SAS,N,9,191,36,36,24,60,1,6,9,11,26,27,9,21,18,0,0
6177,PERKISA01 ,1997,Sam,Perkins,SEA,N,10,210,54,26,6,32,14,3,5,11,22,42,16,20,12,24,10
6178,PERSOCH01 ,1997,Chuck,Person,SAS,N,9,196,52,27,0,27,7,4,0,6,15,53,18,2,2,40,14
6179,PERSOWE01 ,1997,Wesley,Person,CLE,N,4,136,32,7,2,9,10,3,0,1,5,29,11,4,3,19,7
6180,PHILLBO01 ,1997,Bobby,Phills,CHA,N,9,269,57,19,4,23,24,10,2,13,24,64,25,8,2,17,5
6181,PIPPESC01 ,1997,Scottie,Pippen,CHI,N,21,836,353,101,49,150,110,45,20,51,66,294,122,134,91,79,18
6182,POPEMA01  ,1997,Mark,Pope,IND,N,7,42,9,3,2,5,1,1,0,1,8,6,4,1,1,1,0
6183,PORTETE01 ,1997,Terry,Porter,MIN,N,5,188,79,18,7,25,16,5,0,4,10,63,27,18,15,25,10
6184,POTAPVI01 ,1997,Vitaly,Potapenko,CLE,N,4,70,17,8,3,11,3,2,0,6,8,15,6,10,5,0,0
6185,PRICEBR01 ,1997,Brent,Price,HOU,N,5,75,19,8,1,9,6,4,0,6,12,15,6,3,2,13,5
6186,RECASEL01 ,1997,Eldridge,Recasner,ATL,N,4,89,29,4,0,4,8,2,0,2,7,25,10,2,2,12,7
6187,REIDJR01  ,1997,J.r.,Reid,CHA,N,9,114,30,13,7,20,2,3,2,11,23,28,11,10,8,1,0
6188,RHODERO01 ,1997,Rodrick,Rhodes,HOU,N,3,7,6,1,0,1,0,1,0,1,0,3,2,4,2,0,0
6189,RICEGL01  ,1997,Glen,Rice,CHA,N,9,369,205,40,11,51,13,5,3,13,26,173,82,36,30,36,11
6190,RIDERIS01 ,1997,Isaiah,Rider,POR,N,4,166,77,13,7,20,17,5,0,16,11,67,28,26,20,11,1
6191,ROBERST01 ,1997,Stanley,Roberts,MIN,N,1,8,1,1,1,2,0,0,0,1,0,1,0,2,1,0,0
6192,ROBINCL02 ,1997,Clifford,Robinson,PHO,N,4,92,25,6,6,12,3,3,2,5,19,33,9,9,7,1,0
6193,ROBINDA01 ,1997,David,Robinson,SAS,N,9,353,175,86,41,127,23,11,30,25,28,134,57,96,61,0,0
6194,RODMADE01 ,1997,Dennis,Rodman,CHI,N,21,722,102,149,99,248,41,14,13,35,88,105,39,38,23,4,1
6195,ROOKSSE01 ,1997,Sean,Rooks,LAL,N,4,11,4,0,1,1,0,0,3,0,2,6,2,0,0,0,0
6196,ROSEJA01  ,1997,Jalen,Rose,IND,N,15,293,122,26,1,27,28,11,6,25,37,100,48,27,20,16,6
6197,ROSEMA01  ,1997,Malik,Rose,SAS,N,5,18,10,4,3,7,1,1,0,4,2,6,4,4,2,0,0
6198,ROYALDO01 ,1997,Donald,Royal,CHA,N,4,28,9,4,0,4,1,0,0,1,4,7,3,4,3,0,0
6199,RUSSEBR01 ,1997,Bryon,Russell,UTA,N,20,698,219,81,12,93,22,21,5,17,49,147,69,81,58,63,23
6200,SABONAR01 ,1997,Arvydas,Sabonis,POR,N,4,107,49,24,7,31,6,7,3,10,19,40,18,14,12,2,1
6201,SCHREDE01 ,1997,Detlef,Schrempf,SEA,N,10,375,161,59,18,77,39,7,1,22,21,125,64,38,31,14,2
6202,SCOTTDE01 ,1997,Dennis,Scott,PHO,N,4,62,17,6,2,8,1,1,0,2,2,17,7,0,0,8,3
6203,SCOTTSH01 ,1997,Shawnelle,Scott,CLE,N,1,3,2,0,0,0,0,0,1,1,0,2,1,0,0,0,0
6204,SEIKARO01 ,1997,Rony,Seikaly,NJN,N,3,37,18,6,3,9,0,1,0,4,4,9,7,6,4,0,0
6205,SIMPKDI01 ,1997,Dickey,Simpkins,CHI,N,13,74,16,9,4,13,3,2,1,3,10,16,6,9,4,0,0
